n-gram	total_score	total_occurrences	average_score
California, where	0.8	1	0.8
aircraft is	0.8	1	0.8
is based.	0.8	1	0.8
the heroes,	1.0	1	1.0
heroes, said	1.0	1	1.0
Gorbachev, 78.	1.0	1	1.0
don't recommend	0.8	1	0.8
people run	0.8	1	0.8
run marathons,	0.8	1	0.8
marathons, said	0.8	1	0.8
said Dr.	0.8	1	0.8
Dr. Paul	0.8	1	0.8
Paul Thompson,	0.8	1	0.8
Thompson, the	0.8	1	0.8
of cardiology	0.8	1	0.8
cardiology at	0.8	1	0.8
at Hartford	0.8	1	0.8
Hartford Hospital	0.8	1	0.8
in Connecticut.	0.8	1	0.8
been suggested	0.6	1	0.6
Hampton may	0.6	1	0.6
talks discussing	0.6	1	0.6
discussing nuclear	0.6	1	0.6
nuclear testing	0.6	1	0.6
testing in	0.6	1	0.6
Several organizations	0.4	1	0.4
organizations joined	0.4	1	0.4
joined Saturday	0.4	1	0.4
demand a	0.4	1	0.4
thorough investigation	0.4	1	0.4
"investigation ""to"	0.4	1	0.4
"""to the"	0.4	1	0.4
"final consequences"""	0.4	1	0.4
"consequences"" and"	0.4	1	0.4
protection for	0.4	1	0.4
for leaders.	0.4	1	0.4
The bombings	0.2	1	0.2
bombings killed	0.2	1	0.2
least 160	0.2	1	0.2
160 people,	0.2	1	0.2
people, the	0.2	1	0.2
deadliest attacks	0.2	1	0.2
Iraq since	0.2	1	0.2
Team members	-0.4	1	-0.4
members couldn't	-0.4	1	-0.4
couldn't figure	-0.4	1	-0.4
was wrong	-0.4	1	-0.4
We're representing	-0.2	1	-0.2
representing many	-0.2	1	-0.2
many victims	-0.2	1	-0.2
victims against	-0.2	1	-0.2
SEC, Lax	-0.2	1	-0.2
Lax said.	-0.2	1	-0.2
Another man	1.0	1	1.0
man arrived	1.0	1	1.0
arrived on	1.0	1	1.0
a motorcycle	1.0	1	1.0
motorcycle from	1.0	1	1.0
more distant	1.0	1	1.0
distant village.	1.0	1	1.0
Even during	2.0	1	2.0
high periods	2.0	1	2.0
of sectarian	2.0	1	2.0
sectarian violence,	2.0	1	2.0
violence, he	2.0	1	2.0
family entertained	2.0	1	2.0
entertained guests	2.0	1	2.0
guests in	2.0	1	2.0
Worsham, a	-0.2	1	-0.2
businessman in	-0.2	1	-0.2
G race,	-0.2	1	-0.2
race, is	-0.2	1	-0.2
"a ""big"	-0.2	1	-0.2
"""big believer"	-0.2	1	-0.2
believer in	-0.2	1	-0.2
"in privatization"""	-0.2	1	-0.2
"privatization"" of"	-0.2	1	-0.2
government services.	-0.2	1	-0.2
Madigan and	0.8	1	0.8
and Cullerton	0.8	1	0.8
Cullerton --	0.8	1	0.8
as reluctant	0.8	1	0.8
reluctant Republican	0.8	1	0.8
Republican leaders,	0.8	1	0.8
leaders, Sen.	0.8	1	0.8
Sen. Christine	0.8	1	0.8
Christine Radogno	0.8	1	0.8
Radogno of	0.8	1	0.8
of Lemont	0.8	1	0.8
Lemont and	0.8	1	0.8
and Rep.	0.8	1	0.8
Rep. Tom	0.8	1	0.8
Tom Cross	0.8	1	0.8
Cross of	0.8	1	0.8
of Oswego	0.8	1	0.8
Oswego --	0.8	1	0.8
spend unlimited	0.8	1	0.8
unlimited sums	0.8	1	0.8
from their	0.8	1	0.8
their special	0.8	1	0.8
special leadership	0.8	1	0.8
leadership campaign	0.8	1	0.8
campaign accounts	0.8	1	0.8
accounts on	0.8	1	0.8
individual legislators	0.8	1	0.8
legislators or	0.8	1	0.8
or candidates	0.8	1	0.8
in highly	0.8	1	0.8
highly competitive	0.8	1	0.8
competitive general	0.8	1	0.8
election races.	0.8	1	0.8
the pieces	1.6	1	1.6
pieces are	1.6	1	1.6
already nearly	1.6	1	1.6
year overdue,	1.6	1	1.6
overdue, Metropolitan	1.6	1	1.6
Metropolitan Transportation	1.6	1	1.6
Transportation Commission	1.6	1	1.6
Commission Executive	1.6	1	1.6
Director Steve	1.6	1	1.6
Steve Heminger	1.6	1	1.6
Heminger tells	1.6	1	1.6
tells us,	1.6	1	1.6
"us, ""We"	1.6	1	1.6
that steel	1.6	1	1.6
steel over	1.6	1	1.6
here until	1.6	1	1.6
we make	1.6	1	1.6
sure everything	1.6	1	1.6
"is right."""	1.6	1	1.6
message Paul	0.4	1	0.4
Paul Pierce	0.4	1	0.4
Pierce wanted	0.4	1	0.4
get across	0.4	1	0.4
across in	0.4	1	0.4
the locker	0.4	1	0.4
locker room	0.4	1	0.4
room during	0.4	1	0.4
break was	0.4	1	0.4
was simple:	0.4	1	0.4
simple: Throw	0.4	1	0.4
Throw dirt	0.4	1	0.4
dirt on	0.4	1	0.4
on them.	0.4	1	0.4
key and	0.8	1	0.8
the wing,	0.8	1	0.8
wing, Pierce	0.8	1	0.8
Pierce let	0.8	1	0.8
the 3-pointers	0.8	1	0.8
3-pointers fly,	0.8	1	0.8
fly, drilling	0.8	1	0.8
drilling all	0.8	1	0.8
all five	0.8	1	0.8
five he	0.8	1	0.8
Inspectors hired	0.8	1	0.8
Caltrans will	0.8	1	0.8
will evaluate	0.8	1	0.8
evaluate the	0.8	1	0.8
the work,	0.8	1	0.8
work, followed	0.8	1	0.8
independent inspectors	0.8	1	0.8
inspectors who	0.8	1	0.8
who check	0.8	1	0.8
it again.	0.8	1	0.8
Major celebrations	0.4	1	0.4
celebrations are	0.4	1	0.4
are planned	0.4	1	0.4
planned for	1.0	2	0.5
for 9	0.4	1	0.4
9 November,	0.4	1	0.4
wall's collapse.	0.4	1	0.4
Rates are	1.2	1	1.2
very low	1.2	1	1.2
low and	1.2	1	1.2
it wants	1.2	1	1.2
more normal	1.2	1	1.2
normal level	1.2	1	1.2
level as	1.2	1	1.2
possible. It's	1.2	1	1.2
It's better	1.2	1	1.2
big hike	1.2	1	1.2
hike now	1.2	1	1.2
than wait	1.2	1	1.2
until rates	1.2	1	1.2
are higher	1.2	1	1.2
then jack	1.2	1	1.2
jack rates	1.2	1	1.2
rates up.	1.2	1	1.2
The fight	-0.8	1	-0.8
fight might	-0.8	1	-0.8
might just	-0.8	1	-0.8
just move	-0.8	1	-0.8
move outdoors.	-0.8	1	-0.8
Then they	-0.4	1	-0.4
grave containing	-0.4	1	-0.4
containing another	-0.4	1	-0.4
another body	-0.4	1	-0.4
body in	-0.4	1	-0.4
doesn't take	-0.4	1	-0.4
take much	-0.4	1	-0.4
to trace	-0.4	1	-0.4
trace the	-0.4	1	-0.4
the cause,	-0.4	1	-0.4
cause, they	-0.4	1	-0.4
The important	-0.6	1	-0.6
important thing	-0.6	1	-0.6
negotiations, she	-0.6	1	-0.6
Aides to	0.8	1	0.8
state's congressional	0.8	1	0.8
congressional delegation	0.8	1	0.8
delegation noted	0.8	1	0.8
Massachusetts is	1.4	2	0.7
already digging	0.8	1	0.8
digging deep	0.8	1	0.8
own accounts	0.8	1	0.8
fund its	0.8	1	0.8
care system.	0.8	1	0.8
market price	2.0	1	2.0
water has	2.0	1	2.0
has quadrupled	3.0	2	1.5
quadrupled in	3.0	2	1.5
past four	2.0	1	2.0
years, pushing	2.0	1	2.0
pushing more	2.0	1	2.0
more people	2.0	1	2.0
drill illegally	2.0	1	2.0
illegally into	2.0	1	2.0
into rapidly	2.0	1	2.0
rapidly receding	2.0	1	2.0
receding aquifers.	2.0	1	2.0
Ashcroft is	1.8	1	1.8
a mounting	1.8	1	1.8
mounting backlash	1.8	1	1.8
backlash in	1.8	1	1.8
his adopted	1.8	1	1.8
adopted home	1.8	1	1.8
of Belize.	1.8	1	1.8
Council chair	1.6	1	1.6
chair Sir	1.6	1	1.6
Sir Michael	1.6	1	1.6
Michael Rawlins	1.6	1	1.6
Rawlins says	1.6	1	1.6
is stepping	1.6	1	1.6
and Nutt	1.6	1	1.6
Nutt succeeds	1.6	1	1.6
succeeds him	1.6	1	1.6
in October.	1.6	1	1.6
His withdrawal	1.8	1	1.8
leaves Democrats	1.8	1	1.8
with Attorney	1.8	1	1.8
Jerry Brown	2.4	2	1.2
their likely	1.8	1	1.8
likely nominee	1.8	1	1.8
nominee while	1.8	1	1.8
while three	1.8	1	1.8
three Republicans	1.8	1	1.8
Republicans vie	1.8	1	1.8
vie for	1.8	1	1.8
party's nomination	1.8	1	1.8
nomination in	1.8	1	1.8
all kept	0.6	1	0.6
kept hush-hush	0.6	1	0.6
hush-hush because	0.6	1	0.6
because Rogge,	0.6	1	0.6
Rogge, as	0.6	1	0.6
a European	0.6	1	0.6
European representative,	0.6	1	0.6
representative, couldn't	0.6	1	0.6
couldn't publicly	0.6	1	0.6
publicly endorse	0.6	1	0.6
endorse Beijing	0.6	1	0.6
Beijing when	0.6	1	0.6
two European	0.6	1	0.6
European cities	0.6	1	0.6
cities --	0.6	1	0.6
-- Paris	0.6	1	0.6
Paris and	0.6	1	0.6
and Istanbul	0.6	1	0.6
Istanbul --	0.6	1	0.6
-- were	0.6	1	0.6
also contenders,	0.6	1	0.6
contenders, Yuan	0.6	1	0.6
Yuan writes.	0.6	1	0.6
Nutt is	0.8	1	0.8
resign by	0.8	1	0.8
by home	0.8	1	0.8
secretary Alan	0.8	1	0.8
Alan Johnson	0.8	1	0.8
Johnson after	0.8	1	0.8
after claiming	0.8	1	0.8
that evidence	0.8	1	0.8
evidence on	0.8	1	0.8
on drug	0.8	1	0.8
harm was	0.8	1	0.8
being distorted	0.8	1	0.8
distorted and	0.8	1	0.8
issue had	0.8	1	0.8
been politicised.	0.8	1	0.8
6 may	0.8	1	0.8
also show	0.8	1	0.8
show factory	0.8	1	0.8
factory employment	0.8	1	0.8
dropped by	0.8	1	0.8
by 46,000	0.8	1	0.8
46,000 workers	0.8	1	0.8
month compared	0.8	1	0.8
a 51,000	0.8	1	0.8
51,000 decrease	0.8	1	0.8
decrease in	0.8	1	0.8
in September.	0.8	1	0.8
three attackers	0.4	1	0.4
attackers also	0.4	1	0.4
also died.	0.4	1	0.4
Appointed freshman	2.0	1	2.0
Rep. David	2.0	1	2.0
David Taylor,	2.0	1	2.0
Taylor, R-Moxee,	2.0	1	2.0
R-Moxee, running	2.0	1	2.0
running to	2.0	1	2.0
complete the	2.0	1	2.0
former term	2.0	1	2.0
of Dan	2.0	1	2.0
Dan Newhouse,	2.0	1	2.0
Newhouse, who	2.0	1	2.0
appointed Democratic	2.0	1	2.0
Chris Gregoire's	2.0	1	2.0
Gregoire's agriculture	2.0	1	2.0
agriculture director.	2.0	1	2.0
He received	1.6	1	1.6
a standing	1.6	1	1.6
standing ovation	1.6	1	1.6
ovation at	1.6	1	1.6
first caucus	1.6	1	1.6
caucus luncheon,	1.6	1	1.6
luncheon, has	1.6	1	1.6
has renewed	1.6	1	1.6
renewed old	1.6	1	1.6
old friendships	1.6	1	1.6
friendships among	1.6	1	1.6
among Republicans,	1.6	1	1.6
and drawn	1.6	1	1.6
drawn support	1.6	1	1.6
from senior	1.6	1	1.6
senior Democrats,	1.6	1	1.6
Democrats, including	1.6	1	1.6
including Senators	1.6	1	1.6
Senators Dick	1.6	1	1.6
Dick Durbin	1.6	1	1.6
Durbin of	1.6	1	1.6
of Illinois	1.6	1	1.6
Illinois and	1.6	1	1.6
and Christopher	1.6	1	1.6
Christopher Dodd	1.6	1	1.6
Dodd of	1.6	1	1.6
of Connecticut,	1.6	1	1.6
Connecticut, during	1.6	1	1.6
took years	0.8	1	0.8
to dig	1.6	2	0.8
dig our	1.6	2	0.8
crisis we've	0.8	1	0.8
we've faced.	0.8	1	0.8
faced. It	0.8	1	0.8
take more	0.8	1	0.8
said Obama,	0.8	1	0.8
who blames	0.8	1	0.8
blames Republicans	0.8	1	0.8
economic crisis	0.8	1	0.8
crisis he	0.8	1	0.8
he inherited.	0.8	1	0.8
Madoff described	0.4	1	0.4
described Markopolos	0.4	1	0.4
Markopolos as	0.4	1	0.4
"""a joke"	0.4	1	0.4
joke in	0.4	1	0.4
"the industry."""	0.4	1	0.4
These writers	0.0	1	0.0
writers play	0.0	1	0.0
play into	0.0	1	0.0
into viewers'	0.0	1	0.0
viewers' expectations	0.0	1	0.0
expectations of	0.0	1	0.0
of type,	0.0	1	0.0
type, rather	0.0	1	0.0
than challenge	0.0	1	0.0
challenge them.	0.0	1	0.0
I'm hoping	-0.2	1	-0.2
hoping that	-0.2	1	-0.2
someone somewhere	-0.2	1	-0.2
somewhere will	-0.2	1	-0.2
will wake	-0.2	1	-0.2
wake up	-0.2	2	-0.1
see what's	-0.2	1	-0.2
on, Chaudhry	-0.2	1	-0.2
Chaudhry said.	-0.2	1	-0.2
Its go-ahead,	-0.4	1	-0.4
go-ahead, however,	-0.4	1	-0.4
however, depends	-0.4	1	-0.4
political will.	-0.4	1	-0.4
Labour MP	1.6	1	1.6
MP Gisela	1.6	1	1.6
Gisela Stuart,	1.6	1	1.6
Stuart, a	1.6	1	1.6
of Commons	1.6	1	1.6
Commons select	1.6	1	1.6
affairs, said:	1.6	1	1.6
"""The fact"	1.6	1	1.6
Tories' major	1.6	1	1.6
major donor	1.6	1	1.6
donor and	1.6	1	1.6
major influence	1.6	1	1.6
influence behind	1.6	1	1.6
party's election	1.6	1	1.6
election campaign,	1.6	1	1.6
campaign, who	1.6	1	1.6
has such	1.6	1	1.6
such untransparent	1.6	1	1.6
untransparent financial	1.6	1	1.6
financial affairs,	1.6	1	1.6
affairs, is	1.6	1	1.6
now influencing	1.6	1	1.6
influencing Tory	1.6	1	1.6
Tory foreign	1.6	1	1.6
is extremely	1.6	1	1.6
extremely worrying,	1.6	1	1.6
worrying, particularly	1.6	1	1.6
of David	1.6	1	1.6
David Cameron's	1.6	1	1.6
Cameron's avowed	1.6	1	1.6
avowed commitment	1.6	1	1.6
"to openness."""	1.6	1	1.6
Saturday, district	1.0	1	1.0
district officials	1.0	1	1.0
officials confirmed	1.0	1	1.0
confirmed plans	1.0	1	1.0
install higher	1.0	1	1.0
higher fences	1.0	1	1.0
fences around	1.0	1	1.0
entire school	1.0	1	1.0
before next	1.0	1	1.0
next summer,	1.0	1	1.0
summer, and	1.0	1	1.0
firm up	1.0	1	1.0
up security	1.0	1	1.0
security in	5.4	4	1.35
general -	1.0	1	1.0
challenges will	1.0	1	1.0
be steep.	1.0	1	1.0
That sent	-0.2	1	-0.2
sent shock	-0.2	1	-0.2
shock waves	-0.2	1	-0.2
waves through	-0.2	1	-0.2
the running	-0.2	1	-0.2
running world	-0.2	1	-0.2
ask if	-0.2	1	-0.2
if marathons	-0.2	1	-0.2
marathons were	-0.2	1	-0.2
were good	-0.2	1	-0.2
a person's	0.8	2	0.4
person's health.	-0.2	1	-0.2
They better	-1.0	1	-1.0
better hope	-1.0	1	-1.0
cops find	-1.0	1	-1.0
them first,	-1.0	1	-1.0
first, because	-1.0	1	-1.0
because when	-1.0	1	-1.0
we find	-1.0	1	-1.0
is gonna	-1.0	1	-1.0
gonna happen	-1.0	1	-1.0
to them.	-1.0	1	-1.0
We thought	1.2	1	1.2
that sooner	1.2	1	1.2
sooner or	1.2	1	1.2
or later,	1.2	1	1.2
later, everyone	1.2	1	1.2
everyone would	1.2	1	1.2
to recognize	1.2	1	1.2
the elections,	1.2	1	1.2
elections, even	1.2	1	1.2
even without	1.2	1	1.2
of Zelaya,	1.2	1	1.2
Zelaya, but	1.2	1	1.2
we realized	1.2	1	1.2
realized it	1.2	1	1.2
very painful,	1.2	1	1.2
painful, costly	1.2	1	1.2
costly process,	1.2	1	1.2
process, Martha	1.2	1	1.2
Martha Alvarado,	1.2	1	1.2
Alvarado, deputy	1.2	1	1.2
deputy foreign	1.2	1	1.2
and frequent	1.2	1	1.2
frequent spokesperson	1.2	1	1.2
government, said	1.2	1	1.2
telephone interview	1.2	1	1.2
interview from	1.2	1	1.2
capital, Tegucigalpa.	1.2	1	1.2
Costello, a	1.6	1	1.6
civil engineer	1.6	1	1.6
engineer with	2.6	2	1.3
with drainage	1.6	1	1.6
drainage expertise,	1.6	1	1.6
expertise, said	1.6	1	1.6
his professional	1.6	1	1.6
professional background	1.6	1	1.6
background will	1.6	1	1.6
him tackle	1.6	1	1.6
tackle flooding	1.6	1	1.6
flooding and	1.6	1	1.6
traffic problems.	1.6	1	1.6
He bought	-2.6	2	-1.3
bought and	-4.4	2	-2.2
and bought	-2.2	1	-2.2
never stopped.	-2.2	1	-2.2
Davies warned	1.2	1	1.2
warned residents	1.2	1	1.2
residents not	1.2	1	1.2
to overcrowd	1.2	1	1.2
overcrowd balconies	1.2	1	1.2
balconies and	1.2	1	1.2
check their	1.2	1	1.2
their house	1.2	1	1.2
house plan	1.2	1	1.2
much weight	1.2	1	1.2
weight their	1.2	1	1.2
their balcony	1.2	1	1.2
balcony was	1.2	1	1.2
was designed	1.2	1	1.2
to hold.	1.2	1	1.2
I'm always	-1.4	1	-1.4
always looking	-1.4	1	-1.4
forward, Mrs	1.4	1	1.4
Mrs Clinton	1.4	1	1.4
recent geological	2.0	1	2.0
geological study	2.0	1	2.0
the environmental	2.0	1	2.0
degradation in	2.0	1	2.0
Anambra reported	2.0	1	2.0
reported it	2.0	1	2.0
about $2	2.0	1	2.0
the gully	2.0	1	2.0
gully erosion	2.0	1	2.0
the area.	2.0	1	2.0
Baloi said	1.2	1	1.2
said while	1.2	1	1.2
while it	1.2	1	1.2
government had	1.2	2	0.6
had brought	1.2	1	1.2
about positive	1.2	1	1.2
positive change	1.2	1	1.2
in Zimbabwe,	1.2	1	1.2
Zimbabwe, it	1.2	1	1.2
it faced	1.2	1	1.2
some hurdles.	1.2	1	1.2
couldn't really	-1.0	1	-1.0
really see	-1.0	1	-1.0
see much,	-1.0	1	-1.0
one lady	-1.0	1	-1.0
lady constantly	-1.0	1	-1.0
constantly screaming,	-1.0	1	-1.0
screaming, he	-1.6	2	-0.8
The agreements	0.8	1	0.8
agreements should	0.8	1	0.8
bankruptcy process	0.8	1	0.8
process easier	0.8	1	0.8
easier by	0.8	1	0.8
by removing	0.8	1	0.8
removing opposition	0.8	1	0.8
the bondholder	0.8	1	0.8
bondholder plan,	0.8	1	0.8
plan, Michael	0.8	1	0.8
Michael Taiano,	0.8	1	0.8
Taiano, an	0.8	1	0.8
at Sandler	0.8	1	0.8
Sandler O'Neill	0.8	1	0.8
O'Neill &	0.8	1	0.8
& Partners	0.8	1	0.8
Partners LP	0.8	1	0.8
LP said	0.8	1	0.8
State freshman	1.0	1	1.0
freshman Jeff	1.0	1	1.0
Jeff Tuel	1.0	1	1.0
Tuel was	0.8	2	0.4
was 12-of-23	1.0	1	1.0
12-of-23 for	1.0	1	1.0
for 104	1.0	1	1.0
104 yards	1.0	1	1.0
touchdowns, both	1.0	1	1.0
to Jared	1.0	1	1.0
Jared Karstetter.	1.0	1	1.0
Alistair Darling,	1.6	1	1.6
Darling, the	1.6	1	1.6
the chancellor,	1.6	1	1.6
chancellor, warned	1.6	1	1.6
warned ministers	1.6	1	1.6
ministers of	1.6	1	1.6
of tough	1.6	1	1.6
times ahead	1.6	1	1.6
and stated	1.6	1	1.6
any new	1.6	1	1.6
projects would	1.6	1	1.6
"be ""paid"	1.6	1	1.6
"""paid for"	1.6	1	1.6
by savings	1.6	1	1.6
"savings elsewhere""."	1.6	1	1.6
may take	0.6	1	0.6
one year,	0.6	1	0.6
two years,	0.6	1	0.6
years, three	0.6	1	0.6
or four,	0.6	1	0.6
four, predicted	0.6	1	0.6
predicted Vishwa	0.6	1	0.6
Vishwa Ranjan,	0.6	1	0.6
Ranjan, chief	0.6	1	0.6
state police	0.6	2	0.3
police in	0.6	1	0.6
Chattisgarh, adding	0.6	1	0.6
that casualties	0.6	1	0.6
casualties would	0.6	1	0.6
be inevitable.	0.6	1	0.6
Shipments to	1.4	1	1.4
Japan declined	1.4	1	1.4
declined 22.5	1.4	1	1.4
22.5 percent	1.4	1	1.4
percent over	1.4	1	1.4
got into	-0.6	1	-0.6
a groove,	-0.6	1	-0.6
groove, he	-0.6	1	-0.6
he operated	-0.6	1	-0.6
operated well,	-0.6	1	-0.6
well, Baldwin	-0.6	1	-0.6
Baldwin said	-0.6	1	-0.6
of Nichols.	-0.6	1	-0.6
Investigators believe	1.4	1	1.4
believe Smith,	1.4	1	1.4
Smith, a	1.4	1	1.4
student at	1.4	1	1.4
the school,	1.4	1	1.4
school, may	1.4	1	1.4
boy who	1.4	1	1.4
who enticed	1.4	1	1.4
enticed the	1.4	1	1.4
victim into	1.4	1	1.4
I'm fighting	1.2	1	1.2
heart and	1.2	1	1.2
and soul	1.2	1	1.2
soul of	1.2	1	1.2
Party, Hoffman	1.2	1	1.2
Hoffman told	1.2	1	1.2
Press last	1.2	1	1.2
British government	0.4	1	0.4
government on	0.4	1	0.4
Saturday reiterated	0.4	1	0.4
reiterated its	0.4	1	0.4
its refusal	0.4	1	0.4
a ransom,	0.4	1	0.4
ransom, saying	0.4	1	0.4
saying in	0.4	1	0.4
officials would	0.4	1	0.4
"any ""substantive"	0.4	1	0.4
"""substantive concessions"	0.4	1	0.4
to hostage-takers,	0.4	1	0.4
hostage-takers, and	0.4	1	0.4
the payment	4.4	3	1.4666666666666668
"of ransom,"""	0.4	1	0.4
"ransom,"" The"	0.4	1	0.4
Press reported.	0.4	1	0.4
ACMD report	1.6	1	1.6
report confirms	1.6	1	1.6
confirms advice	1.6	1	1.6
cannabis remain	1.6	1	1.6
in Class	1.6	1	1.6
Class C,	1.2000000000000002	2	0.6000000000000001
C, but	1.6	1	1.6
but home	1.6	1	1.6
secretary Jacqui	1.6	1	1.6
Smith overrules	1.6	1	1.6
overrules it	1.6	1	1.6
its history	1.6	1	1.6
history and	1.6	1	1.6
moves drug	1.6	1	1.6
drug to	1.6	1	1.6
Class B.	1.6	1	1.6
After a	2.2	1	2.2
which Ashcroft's	2.2	1	2.2
Ashcroft's complex	2.2	1	2.2
complex finances	2.2	1	2.2
finances and	2.2	1	2.2
of offshore	2.2	1	2.2
offshore tax	2.2	1	2.2
tax havens	2.2	1	2.2
havens have	2.2	1	2.2
come under	2.2	1	2.2
under renewed	2.2	1	2.2
renewed scrutiny,	2.2	1	2.2
scrutiny, opposition	2.2	1	2.2
opposition MPs	2.2	1	2.2
MPs condemned	2.2	1	2.2
condemned David	2.2	1	2.2
David Cameron	4.4	2	2.2
Cameron for	2.2	1	2.2
the peer	2.2	1	2.2
peer to	2.2	1	2.2
attend crucial	2.2	1	2.2
crucial meetings	2.2	1	2.2
with Britain's	2.2	1	2.2
Britain's closest	2.2	1	2.2
closest and	2.2	1	2.2
important ally	2.2	1	2.2
ally as	2.2	1	2.2
Tories shape	2.2	1	2.2
shape foreign	2.2	1	2.2
for government.	2.2	1	2.2
Critics have	1.6	1	1.6
said high-level	1.6	1	1.6
high-level U.S.	1.6	1	1.6
U.S. visits	1.6	1	1.6
countries give	1.6	1	1.6
give legitimacy	1.6	1	1.6
legitimacy to	1.6	1	1.6
military regime	1.6	1	1.6
that jails	1.6	1	1.6
jails opponents.	1.6	1	1.6
Leigh went	0.6	1	0.6
to Norwich	0.6	1	0.6
Norwich University,	0.6	1	0.6
University, a	0.6	1	0.6
military school	0.6	1	0.6
in Vermont,	0.6	1	0.6
Vermont, and	0.6	1	0.6
Marines right	0.6	1	0.6
after graduation	0.6	1	0.6
graduation in	0.6	1	0.6
Usually immigration	1.0	1	1.0
authorities don't	1.0	1	1.0
don't look	1.0	1	1.0
person's employment	1.0	1	1.0
employment history	1.0	1	1.0
history when	1.0	1	1.0
when considering	1.0	1	1.0
considering an	1.0	1	1.0
for citizenship,	1.0	1	1.0
citizenship, Adams	1.0	1	1.0
a denim	0.0	1	0.0
denim jumper,	0.0	1	0.0
jumper, Bianca	0.0	1	0.0
Bianca Isabella	0.0	1	0.0
Isabella Lozano	0.0	1	0.0
Lozano held	0.0	1	0.0
held her	0.0	1	0.0
father's hand	0.0	1	0.0
they walked	0.0	1	0.0
a sport	0.0	1	0.0
sport utility	0.0	1	0.0
utility vehicle.	0.0	1	0.0
back, Pierce	0.2	1	0.2
Pierce said,	0.2	1	0.2
"said, ""it's"	0.2	1	0.2
"""it's important"	0.2	1	0.2
them down	0.2	1	0.2
"down there."""	0.2	1	0.2
can't defend	0.8	1	0.8
the tactics,	0.8	1	0.8
tactics, said	0.8	1	0.8
Mr. Varshney,	0.8	1	0.8
Varshney, the	0.8	1	0.8
the Brown	0.8	1	0.8
Brown University	0.8	1	0.8
University professor.	0.8	1	0.8
A committee	1.8	1	1.8
committee of	1.8	1	1.8
of scientists	1.8	1	1.8
scientists advising	1.8	1	1.8
Health is	1.8	1	1.8
the vaccination	1.8	1	1.8
10 to	3.6	2	1.8
to 18-year-olds	1.8	1	1.8
18-year-olds begins	1.8	1	1.8
begins by	1.8	1	1.8
is attractive	1.8	1	1.8
attractive because	1.8	1	1.8
not tax	1.8	1	1.8
tax profits	1.8	1	1.8
profits realized	1.8	1	1.8
realized outside	1.8	1	1.8
require companies	1.8	1	1.8
be physically	1.8	1	1.8
physically present,	1.8	1	1.8
present, according	1.8	1	1.8
Robert Kane	0.2	1	0.2
Kane works	0.2	1	0.2
in hotel	0.2	1	0.2
hotel management.	0.2	1	0.2
state human	2.0	1	2.0
human services	2.0	1	2.0
services agency	2.0	1	2.0
agency has	2.0	1	2.0
decided not	2.0	1	2.0
accept a	2.0	1	2.0
new job	2.0	1	2.0
job offered	2.0	1	2.0
offered by	2.0	1	2.0
Quinn to	2.0	1	2.0
head an	2.0	1	2.0
expanded trade	2.0	1	2.0
trade office	2.0	1	2.0
in Africa.	2.0	1	2.0
General Administration	1.6	1	1.6
spokesman Steve	1.6	1	1.6
Steve Valandra	1.6	1	1.6
Valandra said	1.6	1	1.6
that by	1.6	1	1.6
by allowing	1.6	1	1.6
the displays	1.6	1	1.6
displays outside,	1.6	1	1.6
outside, the	1.6	1	1.6
simply trying	1.6	1	1.6
accommodate free	1.6	1	1.6
speech while	1.6	1	1.6
while maintaining	1.6	1	1.6
maintaining some	1.6	1	1.6
some decorum.	1.6	1	1.6
Speaker Michael	1.2	1	1.2
Michael Madigan,	1.2	1	1.2
Madigan, Senate	1.2	1	1.2
Senate President	1.2	1	1.2
President John	1.2	1	1.2
John Cullerton	1.2	1	1.2
Cullerton and	1.2	1	1.2
and Quinn,	1.2	1	1.2
Quinn, all	1.2	1	1.2
three Chicago	1.2	1	1.2
Chicago Democrats,	1.2	1	1.2
Democrats, reached	1.2	1	1.2
with reform	1.2	1	1.2
groups who	1.2	1	1.2
helped sink	1.2	1	1.2
sink a	1.2	1	1.2
Quinn vetoed	1.2	1	1.2
vetoed in	1.2	1	1.2
said Anthony	1.0	1	1.0
Anthony Sowell	1.0	1	1.0
was walking	1.0	1	1.0
walking down	1.0	1	1.0
street on	1.0	1	1.0
east side	1.0	1	1.0
of Cleveland	1.0	1	1.0
Cleveland when	1.0	1	1.0
when authorities	1.0	1	1.0
authorities spotted	1.0	1	1.0
spotted him	1.0	1	1.0
into custody.	1.0	1	1.0
Sowell, however,	-0.8	1	-0.8
however, was	-0.8	1	-0.8
Secretary Fitzgerald,	2.2	1	2.2
Fitzgerald, in	2.2	1	2.2
Washington press	2.2	1	2.2
press briefing,	2.2	1	2.2
briefing, said	2.2	1	2.2
believes the	4.0	2	2.0
attack was	3.4000000000000004	2	1.7000000000000002
effort by	2.2	1	2.2
to intimidate	2.2	1	2.2
intimidate the	2.2	1	2.2
opposition even	2.2	1	2.2
though Captain	2.2	1	2.2
Camara told	2.2	1	2.2
Conakry he	2.2	1	2.2
not order	2.2	1	2.2
order the	2.2	1	2.2
the bloody	2.2	1	2.2
bloody crackdown.	2.2	1	2.2
Thursday, authorities	1.2	1	1.2
Baghdad announced	1.2	1	1.2
announced they	1.2	1	1.2
had detained	1.2	1	1.2
detained more	1.2	1	1.2
than 60	1.2	1	1.2
60 members	1.2	1	1.2
and army,	1.2	1	1.2
army, including	1.2	1	1.2
