n-gram	total_score	total_occurrences	average_score
be even more	1.6	1	1.6
even more convincing	1.6	1	1.6
more convincing to	1.6	1	1.6
convincing to voters	1.6	1	1.6
to voters and	1.6	1	1.6
voters and the	1.6	1	1.6
and the financial	1.6	1	1.6
the financial markets	1.6	1	1.6
financial markets that	1.6	1	1.6
markets that they	1.6	1	1.6
that they have	1.6	1	1.6
they have credible	1.6	1	1.6
have credible plans	1.6	1	1.6
credible plans to	1.6	1	1.6
plans to repair	1.6	1	1.6
repair the public	1.6	1	1.6
the public finances	1.6	1	1.6
public finances in	1.6	1	1.6
finances in the	1.6	1	1.6
in the longer	1.6	1	1.6
the longer term.	1.6	1	1.6
don't think Nativity	-1.2	1	-1.2
think Nativity scenes	-1.2	1	-1.2
Nativity scenes belong	-1.2	1	-1.2
scenes belong on	-1.2	1	-1.2
belong on the	-1.2	1	-1.2
the outside of	-1.2	1	-1.2
outside of capitols	-1.2	1	-1.2
of capitols either,	-1.2	1	-1.2
capitols either, Gaylor	-1.2	1	-1.2
either, Gaylor said.	-1.2	1	-1.2
other side of	1.4	1	1.4
of the campus,	1.4	1	1.4
the campus, more	1.4	1	1.4
campus, more than	1.4	1	1.4
more than 400	1.4	1	1.4
than 400 students	1.4	1	1.4
400 students partied	1.4	1	1.4
students partied at	1.4	1	1.4
partied at the	1.4	1	1.4
at the homecoming	1.4	1	1.4
the homecoming dance.	1.4	1	1.4
King ran unsuccessfully	0.6	1	0.6
ran unsuccessfully for	0.6	1	0.6
unsuccessfully for mayor	0.6	1	0.6
for mayor of	0.6	1	0.6
mayor of Oakland	0.6	1	0.6
of Oakland against	0.6	1	0.6
Oakland against Jerry	0.6	1	0.6
against Jerry Brown	0.6	1	0.6
Jerry Brown in	0.6	1	0.6
Brown in 1998,	0.6	1	0.6
in 1998, and	0.6	1	0.6
1998, and has	0.6	1	0.6
and has been	0.6	1	0.6
been with AC	0.6	1	0.6
with AC ever	0.6	1	0.6
AC ever since.	0.6	1	0.6
Premier Wen Jiabao's	2.0	1	2.0
Wen Jiabao's $586	2.0	1	2.0
Jiabao's $586 billion	2.0	1	2.0
$586 billion stimulus	2.0	1	2.0
billion stimulus plan	2.0	1	2.0
stimulus plan and	2.0	1	2.0
plan and unprecedented	2.0	1	2.0
and unprecedented growth	2.0	1	2.0
unprecedented growth in	2.0	1	2.0
growth in new	2.0	1	2.0
in new loans	2.0	1	2.0
new loans are	2.0	1	2.0
loans are sustaining	2.0	1	2.0
are sustaining China's	2.0	1	2.0
sustaining China's rebound	2.0	1	2.0
China's rebound amid	2.0	1	2.0
rebound amid signs	2.0	1	2.0
amid signs that	2.0	1	2.0
signs that exports	2.0	1	2.0
that exports may	2.0	1	2.0
exports may start	2.0	1	2.0
start to recover	2.0	1	2.0
to recover as	2.0	1	2.0
recover as the	2.0	1	2.0
as the global	2.0	1	2.0
the global slump	2.0	1	2.0
global slump eases.	2.0	1	2.0
The opposition crowd	0.6	1	0.6
opposition crowd had	0.6	1	0.6
crowd had turned	0.6	1	0.6
had turned out	0.6	1	0.6
turned out at	0.6	1	0.6
at the rally	0.6	1	0.6
the rally at	0.6	1	0.6
rally at Conakry's	0.6	1	0.6
at Conakry's main	0.6	1	0.6
Conakry's main stadium	0.6	1	0.6
main stadium to	0.6	1	0.6
stadium to protest	0.6	1	0.6
to protest suggestions	0.6	1	0.6
protest suggestions by	0.6	1	0.6
suggestions by Captain	0.6	1	0.6
by Captain Camara	0.6	1	0.6
Captain Camara that	0.6	1	0.6
Camara that he	0.6	1	0.6
he would run	0.6	1	0.6
would run for	0.6	1	0.6
run for president	0.6	1	0.6
for president in	0.6	1	0.6
president in elections	0.6	1	0.6
in elections planned	0.6	1	0.6
elections planned for	0.6	1	0.6
planned for January.	0.6	1	0.6
The challenge of	0.4	1	0.4
challenge of a	0.4	1	0.4
of a marquee	0.4	1	0.4
a marquee point	0.4	1	0.4
marquee point guard	0.4	1	0.4
point guard matchup	0.4	1	0.4
guard matchup with	0.4	1	0.4
matchup with Derrick	0.4	1	0.4
with Derrick Rose	0.4	1	0.4
Derrick Rose was	0.4	1	0.4
Rose was once	0.4	1	0.4
was once motivation	0.4	1	0.4
once motivation for	0.4	1	0.4
motivation for Rondo,	0.4	1	0.4
for Rondo, but	0.4	1	0.4
Rondo, but Rivers	0.4	1	0.4
but Rivers said	0.4	1	0.4
Rivers said that	0.4	1	0.4
said that since	0.4	1	0.4
that since the	0.4	1	0.4
since the preseason,	0.4	1	0.4
the preseason, his	0.4	1	0.4
preseason, his point	0.4	1	0.4
his point guard	0.4	1	0.4
point guard has	0.4	1	0.4
guard has been	0.4	1	0.4
has been playing	0.4	1	0.4
been playing at	0.4	1	0.4
playing at a	0.4	1	0.4
at a consistently	0.4	1	0.4
a consistently high	0.4	1	0.4
consistently high level	0.4	1	0.4
high level every	0.4	1	0.4
level every night.	0.4	1	0.4
The Standard &	0.6	1	0.6
Standard & Poor's	0.6	1	0.6
& Poor's 500	0.6	1	0.6
Poor's 500 Index	0.6	1	0.6
500 Index fell	0.6	1	0.6
Index fell last	0.6	1	0.6
fell last week,	0.6	1	0.6
last week, marking	0.6	1	0.6
week, marking the	0.6	1	0.6
marking the first	0.6	1	0.6
the first monthly	0.6	1	0.6
first monthly drop	0.6	1	0.6
monthly drop since	0.6	1	0.6
drop since February,	0.6	1	0.6
since February, after	0.6	1	0.6
February, after reports	0.6	1	0.6
after reports prompted	0.6	1	0.6
reports prompted concern	0.6	1	0.6
prompted concern that	0.6	1	0.6
concern that consumers	0.6	1	0.6
that consumers will	0.6	1	0.6
consumers will restrain	0.6	1	0.6
will restrain the	0.6	1	0.6
restrain the economic	0.6	1	0.6
the economic recovery.	0.6	1	0.6
Arreola was the	-0.2	1	-0.2
was the worst	-0.2	1	-0.2
the worst hit.	-0.2	1	-0.2
Both sides expect	0.6	1	0.6
sides expect a	0.6	1	0.6
expect a close	0.6	1	0.6
a close race.	0.6	1	0.6
Even as drought	1.8	1	1.8
as drought kills	1.8	1	1.8
drought kills off	1.8	1	1.8
kills off Yemen's	1.8	1	1.8
off Yemen's crops,	1.8	1	1.8
Yemen's crops, farmers	1.8	1	1.8
crops, farmers in	1.8	1	1.8
farmers in villages	1.8	1	1.8
in villages like	1.8	1	1.8
villages like this	1.8	1	1.8
like this one	1.8	1	1.8
this one are	1.8	1	1.8
one are turning	1.8	1	1.8
are turning increasingly	1.8	1	1.8
turning increasingly to	1.8	1	1.8
increasingly to a	1.8	1	1.8
to a thirsty	1.8	1	1.8
a thirsty plant	1.8	1	1.8
thirsty plant called	1.8	1	1.8
plant called qat,	1.8	1	1.8
called qat, the	1.8	1	1.8
qat, the leaves	1.8	1	1.8
the leaves of	1.8	1	1.8
leaves of which	1.8	1	1.8
of which are	1.8	1	1.8
which are chewed	1.8	1	1.8
are chewed every	1.8	1	1.8
chewed every day	1.8	1	1.8
day by most	1.8	1	1.8
by most Yemeni	1.8	1	1.8
most Yemeni men	1.8	1	1.8
Yemeni men (and	1.8	1	1.8
men (and some	1.8	1	1.8
(and some women)	1.8	1	1.8
some women) for	1.8	1	1.8
women) for their	1.8	1	1.8
for their mild	1.8	1	1.8
their mild narcotic	1.8	1	1.8
mild narcotic effect.	1.8	1	1.8
If terrorists and	1.6	1	1.6
terrorists and militants	1.6	1	1.6
and militants from	1.6	1	1.6
militants from Pakistan	1.6	1	1.6
from Pakistan try	1.6	1	1.6
Pakistan try to	1.6	1	1.6
try to carry	1.6	1	1.6
carry out any	1.6	1	1.6
out any attack	1.6	1	1.6
any attack in	1.6	1	1.6
attack in India,	1.6	1	1.6
in India, they	1.6	1	1.6
India, they will	1.6	1	1.6
only be defeated	1.6	1	1.6
be defeated but	1.6	1	1.6
defeated but will	1.6	1	1.6
but will be	1.6	1	1.6
be retaliated very	1.6	1	1.6
retaliated very strongly,	1.6	1	1.6
very strongly, he	1.6	1	1.6
strongly, he said	1.6	1	1.6
said in his	1.6	1	1.6
his speech in	1.6	1	1.6
speech in Tamil.	1.6	1	1.6
Research published this	1.6	1	1.6
published this year	1.6	1	1.6
this year showed	1.6	1	1.6
year showed that	1.6	1	1.6
showed that for	1.6	1	1.6
that for every	1.6	1	1.6
for every 2,000	1.6	1	1.6
every 2,000 women	1.6	1	1.6
2,000 women screened	1.6	1	1.6
women screened regularly	1.6	1	1.6
screened regularly for	1.6	1	1.6
regularly for a	1.6	1	1.6
for a decade,	1.6	1	1.6
a decade, one	1.6	1	1.6
decade, one life	1.6	1	1.6
one life would	1.6	1	1.6
life would be	1.6	1	1.6
would be saved	1.6	1	1.6
be saved but	1.6	1	1.6
saved but 10	1.6	1	1.6
but 10 healthy	1.6	1	1.6
10 healthy women	1.6	1	1.6
healthy women would	1.6	1	1.6
women would be	1.6	1	1.6
would be treated	1.6	1	1.6
be treated unnecessarily.	1.6	1	1.6
The appointed replacement,	0.2	1	0.2
appointed replacement, Rep.	0.2	1	0.2
replacement, Rep. Don	0.2	1	0.2
Rep. Don Cox,	0.2	1	0.2
Don Cox, R-Colfax,	0.2	1	0.2
Cox, R-Colfax, had	0.2	1	0.2
R-Colfax, had previously	0.2	1	0.2
had previously retired	0.2	1	0.2
previously retired from	0.2	1	0.2
retired from the	0.2	1	0.2
from the Legislature	0.2	1	0.2
the Legislature and	0.2	1	0.2
Legislature and did	0.2	1	0.2
and did not	0.2	1	0.2
did not run	0.2	1	0.2
not run to	0.2	1	0.2
run to keep	0.2	1	0.2
keep the seat.	0.2	1	0.2
The administration cut	-0.4	1	-0.4
administration cut some	-0.4	1	-0.4
cut some aid	-0.4	1	-0.4
some aid and	-0.4	1	-0.4
aid and yanked	-0.4	1	-0.4
and yanked the	-0.4	1	-0.4
yanked the visas	-0.4	1	-0.4
the visas of	-0.4	1	-0.4
visas of senior	-0.4	1	-0.4
of senior pro-coup	-0.4	1	-0.4
senior pro-coup leaders	-0.4	1	-0.4
pro-coup leaders and	-0.4	1	-0.4
leaders and businessmen,	-0.4	1	-0.4
and businessmen, but	-0.4	1	-0.4
businessmen, but at	-0.4	1	-0.4
but at the	-0.4	1	-0.4
same time said	-0.4	1	-0.4
time said it	-0.4	1	-0.4
it was reluctant	-0.4	1	-0.4
was reluctant to	-0.4	1	-0.4
reluctant to appear	-0.4	1	-0.4
to appear overly	-0.4	1	-0.4
"appear overly ""interventionist"""	-0.4	1	-0.4
"overly ""interventionist"" in"	-0.4	1	-0.4
"""interventionist"" in a"	-0.4	1	-0.4
a region with	-0.4	1	-0.4
region with a	-0.4	1	-0.4
with a long	-0.4	1	-0.4
a long history	-0.4	1	-0.4
long history of	-0.4	1	-0.4
history of U.S.	-0.4	1	-0.4
of U.S. meddling.	-0.4	1	-0.4
There were a	0.2	1	0.2
were a lot	0.2	1	0.2
people to lead.	0.2	1	0.2
Such a showdown	0.0	1	0.0
a showdown was	0.0	1	0.0
showdown was almost	0.0	1	0.0
was almost inevitable.	0.0	1	0.0
Growth in Asia	1.8	1	1.8
in Asia including	1.8	1	1.8
Asia including Japan,	1.8	1	1.8
including Japan, Australia	1.8	1	1.8
Japan, Australia and	1.8	1	1.8
Australia and New	1.8	1	1.8
and New Zealand	1.8	1	1.8
New Zealand will	1.8	1	1.8
Zealand will probably	1.8	1	1.8
will probably accelerate	1.8	1	1.8
probably accelerate to	1.8	1	1.8
accelerate to 5.8	1.8	1	1.8
to 5.8 percent	1.8	1	1.8
5.8 percent next	1.8	1	1.8
percent next year	1.8	1	1.8
next year from	1.8	1	1.8
year from 2.8	1.8	1	1.8
from 2.8 percent	1.8	1	1.8
2.8 percent this	1.8	1	1.8
percent this year,	1.8	1	1.8
this year, it	1.8	1	1.8
year, it said.	1.8	1	1.8
Last week, sensitive	0.8	1	0.8
week, sensitive quarterback	0.8	1	0.8
sensitive quarterback Finn	0.8	1	0.8
quarterback Finn delivered	0.8	1	0.8
Finn delivered a	0.8	1	0.8
delivered a speech	0.8	1	0.8
a speech that	0.8	1	0.8
speech that was	0.8	1	0.8
that was one	0.8	1	0.8
of the pop-operatic	0.8	1	0.8
the pop-operatic series'	0.8	1	0.8
pop-operatic series' realest	0.8	1	0.8
series' realest moments	0.8	1	0.8
realest moments so	0.8	1	0.8
moments so far.	0.8	1	0.8
When a collector's	-0.4	1	-0.4
a collector's report	-0.4	1	-0.4
collector's report is	-0.4	1	-0.4
report is bluntly	-0.4	1	-0.4
is bluntly denied	-0.4	1	-0.4
bluntly denied by	-0.4	1	-0.4
denied by a	-0.4	1	-0.4
by a Chief	-0.4	1	-0.4
a Chief Justice	-0.4	1	-0.4
Chief Justice of	-0.2	2	-0.1
Justice of a	-0.4	1	-0.4
of a High	-0.4	1	-0.4
a High Court,	-0.4	1	-0.4
High Court, we	-0.4	1	-0.4
Court, we have	-0.4	1	-0.4
have to resort	-0.4	1	-0.4
resort to some	-0.4	1	-0.4
to some independent	-0.4	1	-0.4
some independent inquiry,	-0.4	1	-0.4
independent inquiry, the	-0.4	1	-0.4
inquiry, the CJI	-0.4	1	-0.4
the CJI told	-0.4	1	-0.4
CJI told TOI.	-0.4	1	-0.4
He planned to	0.0	1	0.0
planned to build	0.0	1	0.0
build a museum	0.0	1	0.0
a museum to	0.0	1	0.0
museum to display	0.0	1	0.0
to display them	0.0	1	0.0
display them that	0.0	1	0.0
them that he	0.0	1	0.0
that he claimed	0.0	1	0.0
he claimed would	0.0	1	0.0
claimed would be	0.0	1	0.0
be the greatest	0.0	1	0.0
the greatest in	0.0	1	0.0
greatest in the	0.0	1	0.0
a lawyer running	0.2	1	0.2
lawyer running in	0.2	1	0.2
running in District	0.2	1	0.2
in District A,	0.2	1	0.2
District A, says	0.2	1	0.2
A, says drainage	0.2	1	0.2
says drainage needs	0.2	1	0.2
drainage needs a	0.2	1	0.2
needs a serious,	0.2	1	0.2
a serious, studied	0.2	1	0.2
serious, studied approach,	0.2	1	0.2
studied approach, not	0.2	1	0.2
"approach, not ""quick"	0.2	1	0.2
"not ""quick Band-Aids."""	0.2	1	0.2
Although Qian, a	2.0	1	2.0
Qian, a Hangzhou	2.0	1	2.0
a Hangzhou native	2.0	1	2.0
Hangzhou native in	2.0	1	2.0
native in east	2.0	1	2.0
in east China's	2.0	1	2.0
east China's Zhejiang	2.0	1	2.0
China's Zhejiang Province,	2.0	1	2.0
Zhejiang Province, had	2.0	1	2.0
Province, had long	2.0	1	2.0
had long been	2.0	1	2.0
long been a	2.0	1	2.0
been a Beijing	2.0	1	2.0
a Beijing resident,	2.0	1	2.0
Beijing resident, his	2.0	1	2.0
resident, his hometown	2.0	1	2.0
his hometown friends	2.0	1	2.0
hometown friends feel	2.0	1	2.0
friends feel close	2.0	1	2.0
feel close to	2.0	1	2.0
close to him.	2.0	1	2.0
I am older,	0.0	1	0.0
am older, he	0.0	1	0.0
older, he said	0.0	1	0.0
he said sternly.	0.0	1	0.0
Now the 70-year-old	1.4	1	1.4
the 70-year-old retired	1.4	1	1.4
70-year-old retired cadre	1.4	1	1.4
retired cadre is	1.4	1	1.4
cadre is being	1.4	1	1.4
is being denounced	1.4	1	1.4
being denounced by	1.4	1	1.4
denounced by some	1.4	1	1.4
by some as	1.4	1	1.4
some as a	1.4	1	1.4
as a liar	1.4	1	1.4
a liar and	1.4	1	1.4
liar and a	1.4	1	1.4
and a traitor,	1.4	1	1.4
a traitor, accused	1.4	1	1.4
traitor, accused of	1.4	1	1.4
accused of spilling	1.4	1	1.4
of spilling state	1.4	1	1.4
spilling state secrets	1.4	1	1.4
state secrets and	1.4	1	1.4
secrets and disrupting	1.4	1	1.4
and disrupting Chinese	1.4	1	1.4
disrupting Chinese harmony.	1.4	1	1.4
Some even sprinkled	0.0	1	0.0
even sprinkled the	0.0	1	0.0
sprinkled the wheels	0.0	1	0.0
the wheels of	0.0	1	0.0
wheels of their	0.0	1	0.0
of their cars	0.0	1	0.0
their cars with	0.0	1	0.0
cars with holy	0.0	1	0.0
with holy water	0.0	1	0.0
holy water and	0.0	1	0.0
water and cruised	0.0	1	0.0
and cruised around	0.0	1	0.0
cruised around town	0.0	1	0.0
around town to	0.0	1	0.0
town to ward	0.0	1	0.0
ward off witches.	0.0	1	0.0
To have the	1.8	1	1.8
have the knowledge	1.8	1	1.8
the knowledge about	1.8	1	1.8
knowledge about what	1.8	1	1.8
about what happened	1.8	1	1.8
what happened is	1.8	1	1.8
happened is for	1.8	1	1.8
for the majority	1.8	1	1.8
the majority better	1.8	1	1.8
majority better than	1.8	1	1.8
better than not	1.8	1	1.8
than not having	1.8	1	1.8
not having that	1.8	1	1.8
having that knowledge,	1.8	1	1.8
that knowledge, or	1.8	1	1.8
knowledge, or not	1.8	1	1.8
or not being	1.8	1	1.8
not being allowed	1.8	1	1.8
being allowed access	1.8	1	1.8
allowed access to	1.8	1	1.8
access to it,	1.8	1	1.8
to it, she	1.8	1	1.8
it, she said.	1.8	1	1.8
He will have	1.2	1	1.2
to report daily	1.2	1	1.2
report daily to	1.2	1	1.2
daily to police,	1.2	1	1.2
to police, is	1.2	1	1.2
police, is not	1.2	1	1.2
is not allowed	1.2	1	1.2
not allowed out	1.2	1	1.2
allowed out between	1.2	1	1.2
out between 9pm	1.2	1	1.2
between 9pm and	1.2	1	1.2
9pm and 6am,	1.2	1	1.2
and 6am, cannot	1.2	1	1.2
6am, cannot consume	1.2	1	1.2
cannot consume alcohol	1.2	1	1.2
consume alcohol or	1.2	1	1.2
alcohol or enter	1.2	1	1.2
or enter a	1.2	1	1.2
enter a licensed	1.2	1	1.2
a licensed premises,	1.2	1	1.2
licensed premises, must	1.2	1	1.2
premises, must surrender	1.2	1	1.2
must surrender his	1.2	1	1.2
surrender his passport	1.2	1	1.2
his passport and	1.2	1	1.2
passport and not	1.2	1	1.2
and not have	1.2	1	1.2
have any direct	1.2	1	1.2
any direct or	1.2	1	1.2
direct or indirect	1.2	1	1.2
or indirect contact	1.2	1	1.2
indirect contact with	1.2	1	1.2
with the alleged	1.2	1	1.2
the alleged victim.	1.2	1	1.2
It's archaic to	0.8	1	0.8
archaic to define	0.8	1	0.8
to define young	0.8	1	0.8
define young TV	0.8	1	0.8
young TV characters	0.8	1	0.8
TV characters at	0.8	1	0.8
characters at a	0.8	1	0.8
at a glance,	0.8	1	0.8
a glance, to	0.8	1	0.8
glance, to merely	0.8	1	0.8
to merely stamp	0.8	1	0.8
merely stamp them	0.8	1	0.8
stamp them with	0.8	1	0.8
them with shorthand	0.8	1	0.8
with shorthand labels	0.8	1	0.8
shorthand labels such	0.8	1	0.8
labels such as	0.8	1	0.8
"such as ""popular"	0.8	1	0.8
"as ""popular kid"""	0.8	1	0.8
"""popular kid"" or"	0.8	1	0.8
"kid"" or ""jock."""	0.8	1	0.8
Notre Dame has	-0.6	1	-0.6
Dame has had	-0.6	1	-0.6
has had the	-0.6	1	-0.6
had the opposite	-0.6	1	-0.6
the opposite problem.	-0.6	1	-0.6
Prof Nutt revealed	1.2	1	1.2
Nutt revealed that	1.2	1	1.2
revealed that many	1.2	1	1.2
many of his	1.2	1	1.2
of his advisory	1.2	1	1.2
his advisory council	1.2	1	1.2
advisory council colleagues	1.2	1	1.2
council colleagues were	1.2	1	1.2
colleagues were equally	1.2	1	1.2
were equally upset	1.2	1	1.2
equally upset with	1.2	1	1.2
upset with the	1.2	1	1.2
with the Government	1.2	1	1.2
the Government and	1.2	1	1.2
Government and may	1.2	1	1.2
and may also	1.2	1	1.2
may also leave	1.2	1	1.2
also leave in	1.2	1	1.2
leave in protest.	1.2	1	1.2
The coup was	-0.8	1	-0.8
coup was both	-0.8	1	-0.8
was both a	-0.8	1	-0.8
both a throwback	-0.8	1	-0.8
a throwback to	-0.8	1	-0.8
throwback to the	-0.8	1	-0.8
to the region's	-0.8	1	-0.8
the region's dark	-0.8	1	-0.8
region's dark past	-0.8	1	-0.8
dark past of	-0.8	1	-0.8
past of civil	-0.8	1	-0.8
of civil war	-0.8	1	-0.8
civil war and	-0.8	1	-0.8
war and military	-0.8	1	-0.8
and military takeover	-0.8	1	-0.8
military takeover and	-0.8	1	-0.8
takeover and emblematic	-0.8	1	-0.8
and emblematic of	-0.8	1	-0.8
emblematic of a	-0.8	1	-0.8
of a struggle	-0.8	1	-0.8
a struggle underway	-0.8	1	-0.8
struggle underway today	-0.8	1	-0.8
underway today in	-0.8	1	-0.8
today in Central	-0.8	1	-0.8
in Central and	-0.8	1	-0.8
Central and South	-0.8	1	-0.8
and South America,	-0.8	1	-0.8
South America, where	-0.8	1	-0.8
America, where several	-0.8	1	-0.8
where several leftist	-0.8	1	-0.8
several leftist leaders	-0.8	1	-0.8
leftist leaders with	-0.8	1	-0.8
leaders with authoritarian	-0.8	1	-0.8
with authoritarian tendencies	-0.8	1	-0.8
authoritarian tendencies have	-0.8	1	-0.8
tendencies have risen	-0.8	1	-0.8
have risen to	-0.8	1	-0.8
risen to power	-0.8	1	-0.8
to power through	-0.8	1	-0.8
power through elections	-0.8	1	-0.8
through elections and	-0.8	1	-0.8
elections and tested	-0.8	1	-0.8
and tested the	-0.8	1	-0.8
tested the bounds	-0.8	1	-0.8
the bounds of	-0.8	1	-0.8
bounds of democracy.	-0.8	1	-0.8
But now there	0.8	1	0.8
now there is	0.8	1	0.8
is a place	0.8	1	0.8
a place in	0.8	1	0.8
place in Baghdad	0.8	1	0.8
in Baghdad for	0.8	1	0.8
Baghdad for his	0.8	1	0.8
for his creations,	0.8	1	0.8
his creations, he	0.8	1	0.8
creations, he said.	0.8	1	0.8
His ideas include	1.2	1	1.2
ideas include merging	1.2	1	1.2
include merging Houston's	1.2	1	1.2
merging Houston's police	1.2	1	1.2
Houston's police academy	1.2	1	1.2
police academy with	1.2	1	1.2
academy with HCC's,	1.2	1	1.2
with HCC's, sharing	1.2	1	1.2
HCC's, sharing traffic	1.2	1	1.2
sharing traffic duties	1.2	1	1.2
traffic duties with	1.2	1	1.2
duties with Metro's	1.2	1	1.2
with Metro's transit	1.2	1	1.2
Metro's transit police,	1.2	1	1.2
transit police, and	1.2	1	1.2
police, and combining	1.2	1	1.2
and combining jails	1.2	1	1.2
combining jails with	1.2	1	1.2
jails with Harris	1.2	1	1.2
with Harris County.	1.2	1	1.2
It took the	0.8	1	0.8
took the corruption	0.8	1	0.8
the corruption arrest	0.8	1	0.8
corruption arrest of	0.8	1	0.8
arrest of a	0.8	1	0.8
of a sitting	0.8	1	0.8
a sitting governor,	0.8	1	0.8
sitting governor, 10	0.8	1	0.8
governor, 10 months	0.8	1	0.8
10 months of	0.8	1	0.8
months of political	0.8	1	0.8
of political sparring	0.8	1	0.8
political sparring and	0.8	1	0.8
sparring and two	0.8	1	0.8
and two attempts	0.8	1	0.8
two attempts before	0.8	1	0.8
attempts before top	0.8	1	0.8
before top lawmakers	0.8	1	0.8
top lawmakers and	0.8	1	0.8
lawmakers and reform	0.8	1	0.8
and reform advocates	0.8	1	0.8
reform advocates could	0.8	1	0.8
advocates could agree	0.8	1	0.8
could agree on	0.8	1	0.8
agree on Illinois'	0.8	1	0.8
on Illinois' first-ever	0.8	1	0.8
Illinois' first-ever sweeping	0.8	1	0.8
first-ever sweeping restrictions	0.8	1	0.8
sweeping restrictions on	0.8	1	0.8
restrictions on campaign	0.8	1	0.8
on campaign donations.	0.8	1	0.8
Lord Jopling, who	1.4	1	1.4
Jopling, who also	1.4	1	1.4
who also wrote	1.4	1	1.4
also wrote a	1.4	1	1.4
wrote a report	1.4	1	1.4
a report into	1.4	1	1.4
report into money	1.4	1	1.4
into money laundering	1.4	1	1.4
money laundering and	1.4	1	1.4
laundering and terrorism	1.4	1	1.4
and terrorism for	1.4	1	1.4
terrorism for the	1.4	1	1.4
for the House	1.4	1	1.4
House of Lords,	1.4	1	1.4
of Lords, has	1.4	1	1.4
Lords, has warned	1.4	1	1.4
has warned that	1.4	1	1.4
warned that paying	1.4	1	1.4
that paying off	1.4	1	1.4
paying off pirates	1.4	1	1.4
off pirates could	1.4	1	1.4
pirates could encourage	1.4	1	1.4
could encourage terrorist	1.4	1	1.4
encourage terrorist groups	1.4	1	1.4
terrorist groups into	1.4	1	1.4
groups into further	1.4	1	1.4
into further acts	1.4	1	1.4
further acts of	1.4	1	1.4
acts of piracy.	1.4	1	1.4
Supervisor Ross Mirkarimi	-0.2	1	-0.2
Ross Mirkarimi said	-0.2	1	-0.2
Mirkarimi said he's	-0.2	1	-0.2
said he's glad	-0.2	1	-0.2
he's glad a	-0.2	1	-0.2
glad a distracted	-0.2	1	-0.2
a distracted Newsom	-0.2	1	-0.2
distracted Newsom will	-0.2	1	-0.2
Newsom will have	-0.2	1	-0.2
will have more	-0.2	1	-0.2
have more time	-0.2	1	-0.2
more time for	-0.2	1	-0.2
time for his	-0.2	1	-0.2
for his day	-0.2	1	-0.2
his day job.	-0.2	1	-0.2
Guard plane had	1.0	1	1.0
plane had been	1.0	1	1.0
on a search	1.0	1	1.0
a search mission	1.0	1	1.0
search mission for	1.0	1	1.0
mission for a	1.0	1	1.0
for a couple	1.0	1	1.0
of days before	1.0	1	1.0
days before Thursday's	1.0	1	1.0
before Thursday's crash.	1.0	1	1.0
This area is	1.2	1	1.2
area is not	1.2	1	1.2
is not real	1.2	1	1.2
not real conducive	1.2	1	1.2
real conducive to	1.2	1	1.2
conducive to the	1.2	1	1.2
to the occult,	1.2	1	1.2
the occult, said	1.2	1	1.2
occult, said the	1.2	1	1.2
said the Rev.	1.2	1	1.2
the Rev. Adam	1.2	1	1.2
Rev. Adam Taubert,	1.2	1	1.2
Adam Taubert, pastor	1.2	1	1.2
Taubert, pastor of	1.2	1	1.2
pastor of First	1.2	1	1.2
of First Baptist	1.2	1	1.2
First Baptist Church	1.2	1	1.2
Baptist Church in	1.2	1	1.2
Church in nearby	1.2	1	1.2
in nearby Hoopeston,	1.2	1	1.2
nearby Hoopeston, where	1.2	1	1.2
Hoopeston, where the	1.2	1	1.2
where the Witch	1.2	1	1.2
Witch School operated	1.2	1	1.2
School operated before	1.2	1	1.2
operated before moving	1.2	1	1.2
before moving to	1.2	1	1.2
moving to Rossville.	1.2	1	1.2
With the delinking	1.0	1	1.0
the delinking of	1.0	1	1.0
delinking of Justice	1.0	1	1.0
of Justice Dinakaran's	1.0	1	1.0
Dinakaran's name from	1.0	1	1.0
name from the	1.0	1	1.0
the original list,	1.0	1	1.0
original list, the	1.0	1	1.0
list, the government	1.0	1	1.0
government would start	1.0	1	1.0
would start meeting	1.0	1	1.0
start meeting the	1.0	1	1.0
meeting the requirements	1.0	1	1.0
the requirements under	1.0	1	1.0
requirements under the	1.0	1	1.0
under the memorandum	1.0	1	1.0
the memorandum of	1.0	1	1.0
memorandum of procedure	1.0	1	1.0
of procedure for	1.0	1	1.0
procedure for appointment	1.0	1	1.0
for appointment of	1.0	1	1.0
appointment of judges	1.0	1	1.0
of judges to	1.0	1	1.0
judges to the	1.0	1	1.0
to the Supreme	1.0	1	1.0
Supreme Court, which	1.0	1	1.0
Court, which at	1.0	1	1.0
which at present	1.0	1	1.0
at present has	1.0	1	1.0
present has seven	1.0	1	1.0
has seven vacancies	1.0	1	1.0
seven vacancies considerably	1.0	1	1.0
vacancies considerably increasing	1.0	1	1.0
considerably increasing the	1.0	1	1.0
increasing the workload	1.0	1	1.0
the workload on	1.0	1	1.0
workload on judges.	1.0	1	1.0
for the Foreign	2.4	1	2.4
Foreign Office confirmed	2.4	1	2.4
Office confirmed it	2.4	1	2.4
confirmed it had	2.4	1	2.4
it had employed	2.4	1	2.4
had employed a	2.4	1	2.4
employed a negotiator	2.4	1	2.4
a negotiator and	2.4	1	2.4
negotiator and said:	2.4	1	2.4
"and said: ""We"	2.4	1	2.4
"""We are aware"	2.4	1	2.4
aware of reports	2.4	1	2.4
of reports that	2.4	1	2.4
that a ransom	2.4	1	2.4
a ransom demand	2.4	1	2.4
